//
// tilemap definition exported from tiled as CSV (comment added by hand)
//
11,11,11,11,11,11,11,11,14,11,11,11,11,14,11,11,11,11,19,11,11,11,24,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,
11,11,11,14,11,11,24,11,11,11,14,11,11,11,14,11,11,11,11,11,11,19,11,11,11,14,11,11,11,11,11,11,10,10,6,6,6,8,10,10,
11,11,19,11,11,11,11,11,19,11,11,11,11,14,11,11,11,11,11,11,11,14,11,11,11,11,11,19,11,11,11,11,10,10,11,11,11,10,5,10,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,11,11,11,11,11,14,11,11,11,11,11,11,15,16,10,10,11,11,11,10,10,9,
11,11,24,11,24,11,11,11,11,14,11,19,11,11,11,14,11,11,11,11,11,11,11,11,11,11,11,14,11,11,20,21,10,10,11,11,11,10,10,10,
11,11,19,19,11,11,11,11,11,11,11,19,11,11,11,11,11,11,14,11,11,11,19,11,11,11,11,11,11,12,10,10,10,10,10,10,10,10,10,10,
11,11,11,11,11,11,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,10,10,10,10,10,10,11,11,10,10,10,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,11,11,11,11,11,14,11,11,11,11,11,11,12,10,10,10,10,10,10,10,11,11,10,10,10,
15,16,11,17,18,11,11,11,17,18,11,15,16,11,17,18,11,11,11,11,11,17,18,11,15,16,12,10,10,10,10,10,10,10,10,11,11,10,10,10,
20,21,12,22,23,12,12,12,22,23,12,20,21,12,22,23,12,12,12,12,12,22,23,12,20,21,10,10,10,10,10,10,10,11,11,11,11,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,10,10,10,
10,10,10,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,10,10,10,10,10,
10,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,10,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,
10,11,11,11,11,11,11,11,11,10,10,10,11,11,11,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,
10,11,11,11,11,11,11,11,11,11,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,
10,11,11,10,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,10,
10,10,10,10,11,11,11,11,11,11,11,11,11,11,10,11,10,10,10,11,11,10,10,10,11,10,10,11,10,10,10,11,11,11,11,11,11,11,10,10,
10,10,10,10,11,11,11,11,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,11,11,11,11,11,11,10,
10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,10,10,10,10,10,10,10,10,10,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,0,3,1,1,3,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,10,10,10,10,7,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
17,18,17,18,17,18,5,10,6,6,8,9,15,16,15,16,17,18,17,18,15,16,11,11,15,16,11,11,11,15,16,11,11,11,11,15,16,11,11,11,
22,23,22,23,22,23,10,10,11,11,10,10,20,21,20,21,22,23,22,23,20,21,12,12,20,21,12,12,12,20,21,12,12,12,12,20,21,12,12,12,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
